Division, Department, Course Number, Course Title
School of Med & Public Health,POPULATION HEALTH SCIENCES,552,Regression Methods for Population Health
School of Med & Public Health,POPULATION HEALTH SCIENCES,603,Clinical and Public Health Microbiology
School of Med & Public Health,POPULATION HEALTH SCIENCES,621,Introduction to Nutritional Epidemiology
School of Med & Public Health,POPULATION HEALTH SCIENCES,626,Toxicology II 
School of Med & Public Health,POPULATION HEALTH SCIENCES,640,Foundations in Global Health Practice 
School of Med & Public Health,POPULATION HEALTH SCIENCES,650,Special Topics 
School of Med & Public Health,POPULATION HEALTH SCIENCES,699,Independent Reading 
School of Med & Public Health,POPULATION HEALTH SCIENCES,711,Introduction to Life Course Epidemiology and Family Health Services Research 
School of Med & Public Health,POPULATION HEALTH SCIENCES,740,Health Impact Assessment of Global Environmental Change 
School of Med & Public Health,POPULATION HEALTH SCIENCES,785,Health Systems/ Management/ and Policy Health 
School of Med & Public Health,POPULATION HEALTH SCIENCES,786,Social and Behavioral Sciences for Public Health 
School of Med & Public Health,POPULATION HEALTH SCIENCES,787,MPH Field Experience Seminar 
School of Med & Public Health,POPULATION HEALTH SCIENCES,788,The Public Health Field Experience 
School of Med & Public Health,POPULATION HEALTH SCIENCES,791,Physical Activity Epidemiology 
School of Med & Public Health,POPULATION HEALTH SCIENCES,796,Introduction to Health Services Research 
School of Med & Public Health,POPULATION HEALTH SCIENCES,798,Epidemiologic Methods 
School of Med & Public Health,POPULATION HEALTH SCIENCES,801,Epidemiology of Infectious Diseases
School of Med & Public Health,POPULATION HEALTH SCIENCES,820,Graduate Research Seminar 
School of Med & Public Health,POPULATION HEALTH SCIENCES,875,Assessment of Medical Technologies 
School of Med & Public Health,POPULATION HEALTH SCIENCES,904,Special Topics in Epidemiology 
School of Med & Public Health,POPULATION HEALTH SCIENCES,915,International Health Systems and Policy 
School of Med & Public Health,POPULATION HEALTH SCIENCES,990,Research
School of Med & Public Health,POPULATION HEALTH SCIENCES,812,Third Year Psychiatry 
School of Med & Public Health,POPULATION HEALTH SCIENCES,910,Independent Reading and Research for Fourth Year Medical Students
School of Med & Public Health,POPULATION HEALTH SCIENCES,919,Individualized Fourth Year Clinical Clerkship 
School of Med & Public Health,POPULATION HEALTH SCIENCES,922,Psychiatric Consultation and Outpatient Experiences Clerkship-CSC/VAH 
School of Med & Public Health,POPULATION HEALTH SCIENCES,923,Specialized Adult Psychiatry Clerkship-Mendota 
School of Med & Public Health,POPULATION HEALTH SCIENCES,910,Independent Reading and Research for Fourth Year Medical Students 
School of Med & Public Health,POPULATION HEALTH SCIENCES,919,Individualized Fourth Year Clinical Clerkship 
School of Med & Public Health,POPULATION HEALTH SCIENCES,923,Clinical Nuclear Medicine Clerkship-CSC/VAH 
School of Med & Public Health,POPULATION HEALTH SCIENCES,840,Special Fourth Year Preceptorship/Clerkship
School of Med & Public Health,POPULATION HEALTH SCIENCES,851,Preceptorship-Appleton
School of Med & Public Health,POPULATION HEALTH SCIENCES,863,Preceptorship-Milwaukee
School of Med & Public Health,POPULATION HEALTH SCIENCES,879,Preceptorship - Madison/Meadowood Clinic
School of Med & Public Health,POPULATION HEALTH SCIENCES,880,Preceptorship - Cross Plains
School of Med & Public Health,POPULATION HEALTH SCIENCES,913,Extramural Elective-Preventive Medicine
School of Med & Public Health,POPULATION HEALTH SCIENCES,924,Extramural Elective-Medicine
School of Med & Public Health,POPULATION HEALTH SCIENCES,928,Extramural Elective-Pathology 
School of Med & Public Health,POPULATION HEALTH SCIENCES,929,Extramural Elective-Pediatrics 
School of Med & Public Health,POPULATION HEALTH SCIENCES,932,Extramural Elective-Radiology 
School of Med & Public Health,POPULATION HEALTH SCIENCES,933,Extramural Elective-Rehabilitation Medicine 
School of Med & Public Health,POPULATION HEALTH SCIENCES,936,Extramural Elective-Emergency Medicine 
School of Med & Public Health,POPULATION HEALTH SCIENCES,937,Extramural Elective Clerkship in International Health 3rd & 
School of Med & Public Health,POPULATION HEALTH SCIENCES,953,Training in Urban Medicine and Public Health 
School of Med & Public Health,POPULATION HEALTH SCIENCES,699,Independent Study 
School of Med & Public Health,POPULATION HEALTH SCIENCES,799,Independent Reading and Research
School of Med & Public Health,POPULATION HEALTH SCIENCES,812,Third Year Surgery 
School of Med & Public Health,POPULATION HEALTH SCIENCES,910,Independent Reading and Research for Fourth Year Medical Students
School of Med & Public Health,POPULATION HEALTH SCIENCES,919,Individualized Fourth Year Clinical Clerkship
School of Med & Public Health,POPULATION HEALTH SCIENCES,924,General Surgery Clerkship-LaCrosse
School of Med & Public Health,POPULATION HEALTH SCIENCES,929,Pediatric Surgery
School of Med & Public Health,POPULATION HEALTH SCIENCES,957,Plastic Surgery-Marshfield
School of Med & Public Health,POPULATION HEALTH SCIENCES,960,Transplantation Clerkship-CSC
School of Med & Public Health,POPULATION HEALTH SCIENCES,961,Burn Surgery Clerkship 
School of Nursing,COLLABORATIVE NURSING PRGM,306,Narrative Analysis of Nursing Practice 
School of Nursing,COLLABORATIVE NURSING PRGM,317,Health Assessment 
School of Nursing,COLLABORATIVE NURSING PRGM,341,Theoretical Foundations 
School of Nursing,COLLABORATIVE NURSING PRGM,434,Nursing Research 
School of Nursing,COLLABORATIVE NURSING PRGM,437,Management and Leadership in Nursing 
School of Nursing,COLLABORATIVE NURSING PRGM,444,Community Health Nursing 
School of Nursing,COLLABORATIVE NURSING PRGM,490,Special Topics in Nursing 
School of Nursing,COLLABORATIVE NURSING PRGM,519,Capstone Practicum for Registered Nurses 
School of Nursing,NURSING,105,Health Care Systems: Interdisciplinary Approach
School of Nursing,NURSING,302,Introduction to Systematic Investigation 
School of Nursing,NURSING,312,Human Responses to Health and Illness II 
School of Nursing,NURSING,319,Nursing Care in the Inpatient Setting 
School of Nursing,NURSING,401,Legal and Social Forces in Nursing
School of Nursing,NURSING,415,Organizational Influences on Interdisciplinary Practice
School of Nursing,NURSING,419,Clinical III: Community Health Nursing Practicum 
School of Nursing,NURSING,422,Advanced Concepts in Nursing Practice 
School of Nursing,NURSING,449,Nursing Care of Persons and Families with Complex Health Care Needs 
School of Nursing,NURSING,470,School Nursing in the Context of Community Health Practice 
School of Nursing,NURSING,472,Practicum in School Nursing 
School of Nursing,NURSING,510,Culturally Congruent Practice 
School of Nursing,NURSING,523,Clinical Exercise Testing & Training 
School of Nursing,NURSING,590,Contemporary Practices in Nursing 
School of Nursing,NURSING,601,Advanced Assessment 
School of Nursing,NURSING,605,Pharmacotherapeutics for Advanced Practice Nurses 
School of Nursing,NURSING,655,Psychopharmacology for Advanced Practice Nurses
School of Nursing,NURSING,682,Senior Honors Thesis
School of Nursing,NURSING,698,Directed Study in Nursing
School of Nursing,NURSING,699,Directed Study in Nursing
School of Nursing,NURSING,703,Health Care and Public Policy in the US 
School of Nursing,NURSING,719,Independent Field Study in Clinical Nursing
School of Nursing,NURSING,746,Interdisciplinary Care of Children with Special Health Care Needs
School of Nursing,NURSING,761,Health Program Planning/ Evaluation/ and Quality Improvement
School of Nursing,NURSING,786,Foundations of Teaching and Learning in Nursing 
School of Nursing,NURSING,787,Nursing Education Practicum 
School of Nursing,NURSING,799,Independent Study
School of Nursing,NURSING,802,Ethics and the Responsible Conduct of Research 
School of Nursing,NURSING,804,Advanced Research Design and Methods II 
School of Nursing,NURSING,806,Evaluation and Application of Evidence-Based Practice
School of Nursing,NURSING,816,Proseminar in Nursing Research 
School of Nursing,NURSING,818,Patient-centered Research
School of Nursing,NURSING,829,Clinical Leadership IV 
School of Nursing,NURSING,906,Scholarly Project 
School of Nursing,NURSING,990,Thesis Research 
School of Nursing,NURSING,999,Advanced Independent Study 
School of Pharmacy,PHARMACEUTICAL SCIENCES,310,Drugs and Their Actions HS or coll chem & biol/ or cons inst. 
School of Pharmacy,PHARMACEUTICAL SCIENCES,421,Introduction to Drug Action and Drug Delivery II
School of Pharmacy,PHARMACEUTICAL SCIENCES,430,Biological Interactions with Materials 1
School of Pharmacy,PHARMACEUTICAL SCIENCES,490,Selected Topics in Pharmaceutical Sciences
School of Pharmacy,PHARMACEUTICAL SCIENCES,522,Pharmacology II 
School of Pharmacy,PHARMACEUTICAL SCIENCES,531,Medicinal Chemistry I 
School of Pharmacy,PHARMACEUTICAL SCIENCES,532,Medicinal Chemistry II 
School of Pharmacy,PHARMACEUTICAL SCIENCES,541,Drug Delivery Systems Laboratory I
School of Pharmacy,PHARMACEUTICAL SCIENCES,626,Toxicology II
School of Pharmacy,PHARMACEUTICAL SCIENCES,679,Pharmacology and Toxicology Seminar
School of Pharmacy,PHARMACEUTICAL SCIENCES,692,Senior Thesis
School of Pharmacy,PHARMACEUTICAL SCIENCES,699,Advanced Independent Study
School of Pharmacy,PHARMACEUTICAL SCIENCES,891,Highlights at the Chemistry-Biology Interface II 
School of Pharmacy,PHARMACEUTICAL SCIENCES,932,Pharmaceutical Sciences Seminar
School of Pharmacy,PHARMACEUTICAL SCIENCES,990,Research
School of Pharmacy,PHARMACEUTICAL SCIENCES,631,Pharmacist Services Management
School of Pharmacy,PHARMACEUTICAL SCIENCES,640,Substance Abuse and Chemical Dependence
School of Pharmacy,PHARMACY PRACTICE,305,Consumer Self-Care and Over-the-Counter Drugs High school or college chemistry & biology/ or consent of instructor. 
School of Pharmacy,PHARMACY PRACTICE,426,Pharmacy Practice Experience II
School of Pharmacy,PHARMACY PRACTICE,490,Selected Topics in Pharmacy Practice PH-2 st & cons inst 
School of Pharmacy,PHARMACY PRACTICE,526,Introduction to Pharmacy Practice Experience IV 
School of Pharmacy,PHARMACY PRACTICE,556,Pharmacotherapy II 
School of Pharmacy,PHARMACY PRACTICE,570,Drug Literature Evaluation 
School of Pharmacy,PHARMACY PRACTICE,605,Pharmacotherapeutics for Advanced Practice Nurses
School of Pharmacy,PHARMACY PRACTICE,626,Introductory Pharmacy Practice Experience VI
School of Pharmacy,PHARMACY PRACTICE,650,Comprehensive Immunization Delivery DPH2 standing 
School of Pharmacy,PHARMACY PRACTICE,656,Pharmacotherapy IV
School of Pharmacy,PHARMACY PRACTICE,670,Veterinary Therapeutics 
School of Pharmacy,PHARMACY PRACTICE,673,Seminars in Global Health Pharmacy
School of Pharmacy,PHARMACY PRACTICE,674,Seminars in Psychiatric Pharmacy
School of Pharmacy,PHARMACY PRACTICE,699,Advanced Independent Study
School of Pharmacy,PHARMACY PRACTICE,710,Geriatric Pharmacotherapy
School of Pharmacy,PHARMACY PRACTICE,746,Interdisciplinary Care of Children with Special Health Care Needs
School of Pharmacy,PHARMACY PRACTICE,764,Veterinary Pharmacy Clerkship 
School of Pharmacy,PHARMACY PRACTICE,962,Conference of Research Workers Hospital Pharmacy
School of Pharmacy,PHARMACY PRACTICE,999,Advanced Independent Study
School of Pharmacy,SOCIAL & ADMINISTRATIVE PHARM,401,History of Pharmacy
School of Pharmacy,SOCIAL & ADMINISTRATIVE PHARM,414,Pharmacy in the Health Care System
School of Pharmacy,SOCIAL & ADMINISTRATIVE PHARM,562,Byzantine Medicine and Pharmacy
School of Pharmacy,SOCIAL & ADMINISTRATIVE PHARM,699,Advanced Independent Study
School of Pharmacy,SOCIAL & ADMINISTRATIVE PHARM,715,Social Behavioral Theories in Pharmacy/ Drug Use/ and Health Behavior
School of Pharmacy,SOCIAL & ADMINISTRATIVE PHARM,716,Advanced Hospital Pharmacy Administration
School of Pharmacy,SOCIAL & ADMINISTRATIVE PHARM,912,Research Seminar in Social & Administrative Pharmacy
School of Pharmacy,SOCIAL & ADMINISTRATIVE PHARM,990,Research
School of Pharmacy,SOCIAL & ADMINISTRATIVE PHARM,999,Advanced Independent Study
School of Veterinary Medicine,COMPARATIVE BIOSCIENCES COMP BIO,505,Veterinary Neuroanatomy and Neurophysiology
School of Veterinary Medicine,COMPARATIVE BIOSCIENCES COMP BIO,506,Veterinary Physiology B
School of Veterinary Medicine,COMPARATIVE BIOSCIENCES COMP BIO,550,Anatomy of the Large Domestic Animals
School of Veterinary Medicine,COMPARATIVE BIOSCIENCES COMP BIO,555,Veterinary Toxicology
School of Veterinary Medicine,COMPARATIVE BIOSCIENCES COMP BIO,556,Veterinary Pharmacology
School of Veterinary Medicine,COMPARATIVE BIOSCIENCES COMP BIO,699,Directed Study 
School of Veterinary Medicine,COMPARATIVE BIOSCIENCES COMP BIO,775,Externship
School of Veterinary Medicine,COMPARATIVE BIOSCIENCES COMP BIO,570,Animal Health History Restraint and Physical Examination
School of Veterinary Medicine,COMPARATIVE BIOSCIENCES COMP BIO,576,Small Animal Emergency and Critical Care I 
School of Veterinary Medicine,COMPARATIVE BIOSCIENCES COMP BIO,625,Veterinary Diagnostic and Therapeutic Techniques
School of Veterinary Medicine,COMPARATIVE BIOSCIENCES COMP BIO,629,Veterinary Nutrition 
School of Veterinary Medicine,COMPARATIVE BIOSCIENCES COMP BIO,633,Companion Animal and Equine Medicine II
School of Veterinary Medicine,COMPARATIVE BIOSCIENCES COMP BIO,667,Small Animal Neurology 
School of Veterinary Medicine,COMPARATIVE BIOSCIENCES COMP BIO,668,Clinical Dermatology Rotation 
School of Veterinary Medicine,COMPARATIVE BIOSCIENCES COMP BIO,669,Small Animal Cardiology Rotation
School of Veterinary Medicine,COMPARATIVE BIOSCIENCES COMP BIO,670,Senior Rotation in Large Animal Medicine Service
School of Veterinary Medicine,COMPARATIVE BIOSCIENCES COMP BIO,672,Senior Rotation in Theriogenology Service
School of Veterinary Medicine,COMPARATIVE BIOSCIENCES COMP BIO,674,Senior Rotation in Ambulatory Service
School of Veterinary Medicine,COMPARATIVE BIOSCIENCES COMP BIO,675,Special Topics
School of Veterinary Medicine,COMPARATIVE BIOSCIENCES COMP BIO,678,Small Animal Internal Medicine
School of Veterinary Medicine,COMPARATIVE BIOSCIENCES COMP BIO,679,Small Animal Oncology 
School of Veterinary Medicine,COMPARATIVE BIOSCIENCES COMP BIO,699,Directed Study
School of Veterinary Medicine,COMPARATIVE BIOSCIENCES COMP BIO,775,Externship
School of Veterinary Medicine,COMPARATIVE BIOSCIENCES COMP BIO,350,Parasitology
School of Veterinary Medicine,COMPARATIVE BIOSCIENCES COMP BIO,500,Molecular Biology Techniques 
School of Veterinary Medicine,COMPARATIVE BIOSCIENCES COMP BIO,514,Veterinary Parasitology
School of Veterinary Medicine,COMPARATIVE BIOSCIENCES COMP BIO,515,Regulatory Veterinary Medicine and Public Health
School of Veterinary Medicine,COMPARATIVE BIOSCIENCES COMP BIO,526,Active/ Integrated Learning II Yr 1
School of Veterinary Medicine,COMPARATIVE BIOSCIENCES COMP BIO,561,Veterinary Systemic Pathology II
School of Veterinary Medicine,COMPARATIVE BIOSCIENCES COMP BIO,562,Veterinary Clinical Pathology
School of Veterinary Medicine,COMPARATIVE BIOSCIENCES COMP BIO,660,Veterinary Necropsy Rotation
